Date,Occupancy,Temp_C,Energy_kWh,Cost_CAD
2020-02-18,38,-6.9,4613.66,692.05
2020-02-19,38,-7.5,4599.4,689.91
2020-02-20,30,-7.1,4523.71,678.56
2020-02-21,30,-1.4,4348.51,652.28
2020-02-22,30,-9.5,4634.62,695.19
2020-02-23,30,-1.1,4272.97,640.95
2020-02-24,35,-5.4,4271.93,640.79
2020-02-25,39,-6.7,4689.64,703.45
2020-02-26,30,4.1,4037.55,605.63
2020-02-27,30,-10.0,4926.03,738.9
2020-02-28,30,-7.0,4410.37,661.56
2020-02-29,31,-10.4,4441.69,666.25
2020-03-01,30,-1.5,4394.62,659.19
2020-03-02,32,1.6,4234.83,635.22
2020-03-03,30,1.7,4006.4,600.96
2020-03-04,30,0.1,4000.62,600.09
2020-03-05,33,-5.4,4740.03,711.0
2020-03-06,30,-5.9,4711.96,706.79
2020-03-07,30,-10.9,4353.36,653.0
2020-03-08,30,4.1,3981.85,597.28
2020-03-09,30,-2.0,4573.44,686.02
2020-03-10,30,-5.6,4416.37,662.46
2020-03-11,30,1.9,4077.41,611.61
2020-03-12,40,-7.1,4618.37,692.76
2020-03-13,34,-1.4,4171.83,625.77
2020-03-14,30,-3.5,4136.8,620.52
2020-03-15,35,-0.0,4446.98,667.05
2020-03-16,30,-2.6,4076.52,611.48
2020-03-17,38,-7.9,4713.56,707.03
2020-03-18,34,-1.6,4482.31,672.35
2020-03-19,31,2.5,3914.41,587.16
2020-03-20,35,-1.6,4218.82,632.82
2020-03-21,30,1.9,4331.31,649.7
2020-03-22,30,-5.1,4546.0,681.9
2020-03-23,30,-0.8,4178.86,626.83
2020-03-24,34,-3.0,4590.2,688.53
2020-03-25,44,2.8,4437.55,665.63
2020-03-26,47,0.2,4445.66,666.85
2020-03-27,38,3.1,4045.55,606.83
2020-03-28,37,4.9,4024.66,603.7
2020-03-29,30,3.6,4115.49,617.32
2020-03-30,31,2.2,4118.01,617.7
2020-03-31,30,-2.6,4493.3,673.99
2020-04-01,32,1.6,3952.51,592.88
2020-04-02,35,-0.2,4072.38,610.86
2020-04-03,33,0.8,4256.11,638.42
2020-04-04,30,1.0,4116.61,617.49
2020-04-05,41,-1.1,4308.03,646.21
2020-04-06,31,-4.8,4195.0,629.25
2020-04-07,39,0.7,4302.17,645.33
2020-04-08,50,4.4,4238.76,635.81
2020-04-09,33,-1.5,4430.59,664.59
2020-04-10,30,4.3,4052.74,607.91
2020-04-11,37,12.1,3743.55,561.53
2020-04-12,46,8.9,4179.07,626.86
2020-04-13,52,11.7,3743.58,561.54
2020-04-14,33,7.0,4033.39,605.01
2020-04-15,44,10.4,3664.5,549.68
2020-04-16,38,3.1,4053.32,608.0
2020-04-17,41,3.7,4000.72,600.11
2020-04-18,58,-4.3,4841.8,726.27
2020-04-19,34,11.7,3742.43,561.36
2020-04-20,45,13.4,3788.21,568.23
2020-04-21,46,5.3,3997.76,599.66
2020-04-22,51,6.8,4103.63,615.54
2020-04-23,45,5.1,4047.19,607.08
2020-04-24,47,10.0,4021.77,603.27
2020-04-25,43,13.3,3626.08,543.91
2020-04-26,48,2.1,4528.98,679.35
2020-04-27,45,11.0,3645.35,546.8
2020-04-28,51,8.6,3948.27,592.24
2020-04-29,46,10.5,4184.17,627.63
2020-04-30,51,12.1,3843.67,576.55
2020-05-01,49,9.9,3793.26,568.99
2020-05-02,56,10.5,4067.69,610.15
2020-05-03,50,10.4,3906.46,585.97
2020-05-04,40,15.4,3520.33,528.05
2020-05-05,59,13.5,3766.23,564.93
2020-05-06,46,13.0,4231.18,634.68
2020-05-07,48,7.4,4053.84,608.08
2020-05-08,49,11.3,3638.82,545.82
2020-05-09,62,16.7,4075.06,611.26
2020-05-10,41,13.5,3832.91,574.94
2020-05-11,73,16.3,3851.53,577.73
2020-05-12,61,21.1,3700.53,555.08
2020-05-13,57,18.5,3899.52,584.93
2020-05-14,56,15.0,3797.36,569.6
2020-05-15,59,12.9,3672.3,550.84
2020-05-16,61,5.0,4604.55,690.68
2020-05-17,62,14.8,3839.22,575.88
2020-05-18,62,14.5,4143.79,621.57
2020-05-19,60,17.6,4021.77,603.26
2020-05-20,59,15.8,3680.57,552.09
2020-05-21,60,15.4,4013.17,601.98
2020-05-22,60,9.8,4010.19,601.53
2020-05-23,69,13.5,3758.48,563.77
2020-05-24,66,19.4,3829.31,574.4
2020-05-25,45,24.7,3856.16,578.42
2020-05-26,68,17.7,3844.59,576.69
2020-05-27,65,19.7,3836.44,575.47
2020-05-28,65,22.4,4054.03,608.11
2020-05-29,63,15.6,3893.48,584.02
2020-05-30,73,20.6,3840.01,576.0
2020-05-31,72,16.5,4061.3,609.2
2020-06-01,63,23.1,3901.91,585.29
2020-06-02,70,20.5,3556.76,533.51
2020-06-03,63,21.4,3925.75,588.86
2020-06-04,61,17.3,3899.27,584.89
2020-06-05,66,23.5,3936.01,590.4
2020-06-06,76,29.3,4603.61,690.54
2020-06-07,77,17.2,3907.64,586.15
2020-06-08,75,20.1,4037.97,605.7
2020-06-09,77,22.6,3773.46,566.02
2020-06-10,76,25.1,4213.19,631.98
2020-06-11,70,19.9,4227.96,634.19
2020-06-12,77,11.0,4082.7,612.41
2020-06-13,79,28.0,4292.56,643.88
2020-06-14,80,25.9,4147.39,622.11
2020-06-15,83,16.1,4091.0,613.65
2020-06-16,81,20.8,3891.04,583.66
2020-06-17,79,29.7,4596.55,689.48
2020-06-18,84,29.4,4692.08,703.81
2020-06-19,78,27.6,4444.45,666.67
2020-06-20,74,23.3,3737.3,560.6
2020-06-21,78,24.6,4285.95,642.89
2020-06-22,75,23.9,4195.66,629.35
2020-06-23,76,29.1,4581.57,687.24
2020-06-24,80,21.3,4095.93,614.39
2020-06-25,77,21.7,4041.53,606.23
2020-06-26,80,29.2,4657.78,698.67
2020-06-27,71,25.1,4392.97,658.95
2020-06-28,85,31.0,4547.42,682.11
2020-06-29,84,22.9,4243.72,636.56
2020-06-30,79,25.5,4207.59,631.14
2020-07-01,89,22.2,4115.05,617.26
2020-07-02,91,26.1,4156.4,623.46
2020-07-03,76,20.3,3955.28,593.29
2020-07-04,82,24.4,4014.59,602.19
2020-07-05,82,20.7,3991.42,598.71
2020-07-06,82,29.4,4372.76,655.91
2020-07-07,93,29.6,4601.32,690.2
2020-07-08,87,19.9,4052.58,607.89
2020-07-09,87,32.3,4821.98,723.3
2020-07-10,77,37.0,4817.07,722.56
2020-07-11,94,27.3,4292.9,643.94
2020-07-12,83,24.6,4249.37,637.41
2020-07-13,91,38.6,5205.71,780.86
2020-07-14,93,22.1,4337.68,650.65
2020-07-15,100,27.5,4624.41,693.66
2020-07-16,84,28.3,4566.94,685.04
2020-07-17,74,33.0,4937.24,740.59
2020-07-18,94,29.1,4598.23,689.73
2020-07-19,104,25.7,4410.28,661.54
2020-07-20,101,24.0,4463.82,669.57
2020-07-21,95,26.5,4532.79,679.92
2020-07-22,91,23.8,4189.82,628.47
2020-07-23,100,28.1,4840.26,726.04
2020-07-24,89,25.7,4302.9,645.43
2020-07-25,98,22.0,4233.92,635.09
2020-07-26,99,33.0,4992.11,748.82
2020-07-27,102,26.0,4355.5,653.32
2020-07-28,113,22.9,4398.14,659.72
2020-07-29,99,27.3,4773.52,716.03
2020-07-30,94,28.3,4649.14,697.37
2020-07-31,97,21.0,4223.16,633.47
2020-08-01,87,29.3,4562.22,684.33
2020-08-02,94,23.8,4294.67,644.2
2020-08-03,96,34.8,5204.26,780.64
2020-08-04,95,30.0,4814.47,722.17
2020-08-05,100,26.3,4446.15,666.92
2020-08-06,94,24.9,4375.17,656.28
2020-08-07,106,27.4,4713.22,706.98
2020-08-08,99,30.2,4628.29,694.24
2020-08-09,99,27.6,4609.04,691.36
2020-08-10,98,26.8,4187.14,628.07
2020-08-11,101,27.8,4693.01,703.95
2020-08-12,105,25.1,4557.75,683.66
2020-08-13,95,26.1,4538.39,680.76
2020-08-14,96,19.0,4148.74,622.31
2020-08-15,99,31.2,4897.24,734.59
2020-08-16,93,28.4,4792.2,718.83
2020-08-17,96,24.0,4493.32,674.0
2020-08-18,98,34.6,5091.97,763.8
2020-08-19,106,27.2,4649.79,697.47
2020-08-20,103,22.6,4448.14,667.22
2020-08-21,102,30.1,4575.69,686.35
2020-08-22,106,28.1,4647.69,697.15
2020-08-23,101,28.0,4833.53,725.03
2020-08-24,104,24.6,4555.08,683.26
2020-08-25,101,27.9,4685.42,702.81
2020-08-26,103,24.9,4200.98,630.15
2020-08-27,98,28.1,4601.31,690.2
2020-08-28,87,18.1,4025.01,603.75
2020-08-29,101,23.8,4370.24,655.54
2020-08-30,110,32.3,4928.58,739.29
2020-08-31,107,22.1,4169.64,625.45
2020-09-01,107,22.6,4013.77,602.07
2020-09-02,109,23.1,4533.96,680.09
2020-09-03,102,19.8,4211.03,631.66
2020-09-04,102,15.7,4308.81,646.32
2020-09-05,97,23.4,4248.84,637.33
2020-09-06,99,24.7,4205.77,630.87
2020-09-07,105,23.7,4168.98,625.35
2020-09-08,108,23.2,4195.99,629.4
2020-09-09,100,23.7,4195.54,629.33
2020-09-10,98,27.4,4616.49,692.47
2020-09-11,100,22.4,4130.64,619.6
2020-09-12,104,20.6,4553.97,683.1
2020-09-13,92,21.6,4320.07,648.01
2020-09-14,86,24.8,4358.99,653.85
2020-09-15,97,27.9,4568.2,685.23
2020-09-16,92,19.5,4393.14,658.97
2020-09-17,96,22.2,4175.3,626.29
2020-09-18,98,22.9,4224.31,633.65
2020-09-19,96,17.3,4233.5,635.02
2020-09-20,107,21.2,4428.77,664.32
2020-09-21,100,15.0,4392.04,658.81
2020-09-22,100,13.5,4291.05,643.66
2020-09-23,102,21.8,4191.05,628.66
2020-09-24,91,18.5,4251.49,637.72
2020-09-25,104,20.6,4399.29,659.89
2020-09-26,97,19.5,4159.5,623.92
2020-09-27,101,15.4,4050.16,607.52
2020-09-28,90,18.8,4113.9,617.09
2020-09-29,87,13.8,4305.11,645.77
2020-09-30,101,24.0,4609.67,691.45
2020-10-01,98,12.8,4194.1,629.11
2020-10-02,90,17.1,4081.01,612.15
2020-10-03,90,13.5,4199.95,629.99
2020-10-04,101,19.7,4463.87,669.58
2020-10-05,87,15.8,4119.11,617.87
2020-10-06,104,14.7,4213.32,632.0
2020-10-07,88,19.9,4207.8,631.17
2020-10-08,97,16.3,4157.8,623.67
2020-10-09,91,18.0,3971.84,595.78
2020-10-10,96,11.7,4267.11,640.07
2020-10-11,88,9.7,4666.64,700.0
2020-10-12,90,15.5,4226.35,633.95
2020-10-13,91,13.5,4285.49,642.82
2020-10-14,84,17.0,4044.52,606.68
2020-10-15,94,13.8,4328.66,649.3
2020-10-16,86,14.7,4205.17,630.78
2020-10-17,88,7.0,4570.73,685.61
2020-10-18,83,20.8,4088.73,613.31
2020-10-19,73,12.3,4264.51,639.68
2020-10-20,87,15.4,4143.3,621.5
2020-10-21,102,9.0,4440.52,666.08
2020-10-22,91,13.2,4187.75,628.16
2020-10-23,86,6.5,4234.08,635.11
2020-10-24,84,13.2,4511.97,676.8
2020-10-25,85,9.7,4507.22,676.08
2020-10-26,88,10.9,4229.39,634.41
2020-10-27,77,13.3,4089.68,613.45
2020-10-28,90,5.2,4534.35,680.15
2020-10-29,87,7.1,4745.06,711.76
2020-10-30,87,11.4,4109.11,616.37
2020-10-31,85,17.6,4109.67,616.45
2020-11-01,81,8.4,4377.85,656.68
2020-11-02,85,11.0,4442.8,666.42
2020-11-03,84,7.9,4432.23,664.83
2020-11-04,78,15.8,3766.11,564.92
2020-11-05,76,0.7,4649.12,697.37
2020-11-06,79,7.8,4254.74,638.21
2020-11-07,87,0.6,4819.91,722.99
2020-11-08,70,-3.3,5016.92,752.54
2020-11-09,68,7.6,4028.85,604.33
2020-11-10,77,6.7,4306.31,645.95
2020-11-11,76,4.7,4422.91,663.44
2020-11-12,76,5.1,4429.96,664.49
2020-11-13,76,17.6,4109.02,616.35
2020-11-14,72,3.9,4473.43,671.01
2020-11-15,82,6.7,4541.89,681.28
2020-11-16,63,1.8,4408.14,661.22
2020-11-17,67,5.3,4421.67,663.25
2020-11-18,71,2.8,4655.0,698.25
2020-11-19,61,1.8,4367.54,655.13
2020-11-20,69,10.5,4290.25,643.54
2020-11-21,79,7.6,4414.27,662.14
2020-11-22,69,3.2,4658.28,698.74
2020-11-23,70,-6.9,4933.8,740.07
2020-11-24,60,0.6,4578.99,686.85
2020-11-25,63,12.6,4008.15,601.22
2020-11-26,64,0.6,4550.73,682.61
2020-11-27,64,5.7,4376.14,656.42
2020-11-28,73,6.7,4463.48,669.52
2020-11-29,68,1.6,4375.16,656.27
2020-11-30,57,-2.9,4864.96,729.74
2020-12-01,65,-9.6,4753.55,713.03
2020-12-02,66,2.7,4390.4,658.56
2020-12-03,69,-3.6,4791.77,718.77
2020-12-04,71,0.1,4721.75,708.26
2020-12-05,55,-5.8,4996.21,749.43
2020-12-06,55,-2.1,4314.88,647.23
2020-12-07,52,-1.2,4443.07,666.46
2020-12-08,58,-0.5,4231.69,634.75
2020-12-09,61,-6.3,4846.59,726.99
2020-12-10,64,2.8,4508.44,676.27
2020-12-11,57,-4.6,4965.99,744.9
2020-12-12,55,-9.2,4928.56,739.28
2020-12-13,57,-3.1,4816.25,722.44
2020-12-14,50,-2.8,4657.71,698.66
2020-12-15,67,-2.5,4670.25,700.54
2020-12-16,45,2.1,4086.36,612.95
2020-12-17,55,-4.5,4740.97,711.15
2020-12-18,65,-4.2,4568.97,685.34
2020-12-19,53,-8.4,5047.01,757.05
2020-12-20,51,-0.9,4469.87,670.48
2020-12-21,49,-3.6,4775.51,716.33
2020-12-22,50,-6.2,4651.82,697.77
2020-12-23,58,-12.3,5123.56,768.53
2020-12-24,36,0.9,4288.76,643.31
2020-12-25,58,-10.0,4970.33,745.55
2020-12-26,40,-7.6,4616.18,692.43
2020-12-27,46,-3.9,4639.37,695.91
2020-12-28,45,-10.3,4718.1,707.72
2020-12-29,50,-11.7,4788.5,718.27
2020-12-30,37,-14.3,5140.04,771.01
2020-12-31,49,-3.1,4683.12,702.47
2021-01-01,87,-8.3,5217.15,782.57
2021-01-02,55,5.4,4502.08,675.31
2021-01-03,68,-10.4,5060.41,759.06
2021-01-04,60,-10.2,5207.51,781.13
2021-01-05,69,-8.9,5071.28,760.69
2021-01-06,65,-5.8,4708.91,706.34
2021-01-07,58,-8.7,5199.72,779.96
2021-01-08,68,-4.5,4986.02,747.9
2021-01-09,79,-11.0,5225.67,783.85
2021-01-10,60,-12.7,5230.24,784.54
2021-01-11,68,-14.4,5223.68,783.55
2021-01-12,49,-16.2,5289.53,793.43
2021-01-13,51,-9.5,4524.12,678.62
2021-01-14,63,-8.7,4820.12,723.02
2021-01-15,72,-10.1,5277.12,791.57
2021-01-16,61,-2.7,4642.73,696.41
2021-01-17,54,-2.8,4643.26,696.49
2021-01-18,57,-9.1,4725.36,708.8
2021-01-19,45,-15.0,5343.41,801.51
2021-01-20,61,-10.1,5193.89,779.08
2021-01-21,63,-10.3,5013.9,752.09
2021-01-22,50,-10.5,4858.62,728.79
2021-01-23,50,-10.7,5082.32,762.35
2021-01-24,56,-10.6,5281.31,792.2
2021-01-25,49,-9.5,5006.23,750.94
2021-01-26,52,-10.5,5265.8,789.87
2021-01-27,71,-7.2,4849.58,727.44
2021-01-28,49,-6.6,4606.72,691.01
2021-01-29,48,-11.6,4769.39,715.41
2021-01-30,45,-2.9,4589.36,688.4
2021-01-31,57,-11.9,5079.98,762.0
2021-02-01,48,-14.4,5050.24,757.54
2021-02-02,43,-6.4,4781.04,717.16
2021-02-03,61,-11.2,5247.8,787.17
2021-02-04,61,-6.6,4627.52,694.13
2021-02-05,43,-17.4,5066.46,759.97
2021-02-06,36,-2.2,4520.13,678.02
2021-02-07,57,-5.0,4674.75,701.21
2021-02-08,41,-13.7,4845.71,726.86
2021-02-09,54,-13.5,5248.02,787.2
2021-02-10,36,-0.8,4142.59,621.39
2021-02-11,55,-10.4,4920.74,738.11
2021-02-12,36,-10.7,4829.7,724.45
2021-02-13,53,-16.4,5126.83,769.02
2021-02-14,46,-8.6,4908.16,736.22
2021-02-15,37,-8.0,4584.51,687.68
2021-02-16,42,-4.2,4759.44,713.92
2021-02-17,51,-12.5,4999.76,749.96
2021-02-18,46,-12.9,5083.75,762.56
2021-02-19,50,-4.9,4777.04,716.56
2021-02-20,63,-2.6,4602.14,690.32
2021-02-21,36,-12.7,4563.23,684.48
2021-02-22,59,-2.0,4683.62,702.54
2021-02-23,46,-6.0,4685.79,702.87
2021-02-24,36,-1.7,4457.35,668.6
2021-02-25,36,-6.2,4542.76,681.41
2021-02-26,43,-15.9,5020.42,753.06
2021-02-27,53,-6.2,5057.76,758.66
2021-02-28,43,-1.2,4205.42,630.81
2021-03-01,58,-8.9,5038.32,755.75
2021-03-02,36,-6.7,4512.54,676.88
2021-03-03,45,-5.7,4597.09,689.56
2021-03-04,36,-16.4,4987.74,748.16
2021-03-05,48,2.1,4209.99,631.5
2021-03-06,53,-8.0,4923.53,738.53
2021-03-07,41,-2.2,4658.73,698.81
2021-03-08,36,-4.4,4566.15,684.92
2021-03-09,47,1.2,4375.86,656.38
2021-03-10,49,-2.0,4377.67,656.65
2021-03-11,49,-4.4,4709.36,706.4
2021-03-12,57,-6.8,5148.47,772.27
2021-03-13,36,0.2,4233.43,635.02
2021-03-14,52,-10.3,4873.26,730.99
2021-03-15,57,-0.0,4434.64,665.2
2021-03-16,36,-6.8,4528.93,679.34
2021-03-17,50,2.9,3904.09,585.61
2021-03-18,43,-1.3,4489.15,673.37
2021-03-19,47,0.9,4246.11,636.92
2021-03-20,51,-1.1,4263.9,639.59
2021-03-21,44,-8.2,4864.26,729.64
2021-03-22,43,-4.4,4406.99,661.05
2021-03-23,49,2.0,4294.4,644.16
2021-03-24,40,0.2,4550.42,682.56
2021-03-25,40,4.5,3925.07,588.76
2021-03-26,56,1.7,4202.99,630.45
2021-03-27,40,-3.6,4540.19,681.03
2021-03-28,57,-2.6,4808.18,721.23
2021-03-29,56,1.3,4215.35,632.3
2021-03-30,37,-8.1,4736.14,710.42
2021-03-31,47,8.1,4137.2,620.58
2021-04-01,64,3.4,4129.09,619.36
2021-04-02,45,6.8,4204.47,630.67
2021-04-03,50,-4.1,4761.55,714.23
2021-04-04,59,7.5,4156.64,623.5
2021-04-05,62,11.7,4232.39,634.86
2021-04-06,54,-2.2,4757.61,713.64
2021-04-07,51,6.4,4181.59,627.24
2021-04-08,70,3.6,4423.56,663.53
2021-04-09,73,-2.3,4641.97,696.3
2021-04-10,67,6.2,4339.37,650.91
2021-04-11,60,7.8,4282.4,642.36
2021-04-12,52,2.4,4309.25,646.39
2021-04-13,53,9.8,3707.3,556.09
2021-04-14,65,-1.3,4849.66,727.45
2021-04-15,65,-0.3,4643.41,696.51
2021-04-16,75,6.6,4355.73,653.36
2021-04-17,69,6.4,4484.64,672.7
2021-04-18,50,3.7,4505.14,675.77
2021-04-19,74,10.2,3819.73,572.96
2021-04-20,56,9.3,4152.57,622.89
2021-04-21,62,11.0,3863.73,579.56
2021-04-22,69,7.3,4388.9,658.33
2021-04-23,85,10.6,4356.74,653.51
2021-04-24,96,6.7,4723.21,708.48
2021-04-25,74,17.0,3902.11,585.32
2021-04-26,68,5.8,4091.08,613.66
2021-04-27,75,17.8,3919.94,587.99
2021-04-28,79,9.8,4368.19,655.23
2021-04-29,69,4.5,4594.4,689.16
2021-04-30,89,15.8,3968.53,595.28
2021-05-01,76,11.1,4371.52,655.73
2021-05-02,79,14.3,4007.3,601.1
2021-05-03,81,16.1,4104.87,615.73
2021-05-04,80,12.9,4103.05,615.46
2021-05-05,84,9.5,4402.42,660.36
2021-05-06,72,16.1,4089.78,613.47
2021-05-07,74,12.5,3951.62,592.74
2021-05-08,70,15.5,3854.57,578.19
2021-05-09,84,4.5,4628.67,694.3
2021-05-10,88,15.2,4521.32,678.2
2021-05-11,86,11.1,4192.33,628.85
2021-05-12,98,20.6,4535.02,680.25
2021-05-13,84,16.8,4382.66,657.4
2021-05-14,91,15.6,4160.89,624.13
2021-05-15,76,16.8,3953.28,592.99
2021-05-16,83,11.2,4183.74,627.56
2021-05-17,94,22.0,4176.77,626.52
2021-05-18,96,23.7,4053.12,607.97
2021-05-19,87,17.6,4102.06,615.31
2021-05-20,90,22.7,4369.53,655.43
2021-05-21,77,14.4,3989.81,598.47
2021-05-22,89,13.8,4199.48,629.92
2021-05-23,101,17.4,4005.33,600.8
2021-05-24,99,19.2,4295.61,644.34
2021-05-25,99,16.2,4279.17,641.88
2021-05-26,96,20.2,4217.56,632.63
2021-05-27,97,19.6,4185.98,627.9
2021-05-28,92,14.6,4184.01,627.6
2021-05-29,105,21.0,4377.79,656.67
2021-05-30,103,22.6,4277.18,641.58
2021-05-31,105,20.1,4349.75,652.46
2021-06-01,97,24.3,4347.85,652.18
2021-06-02,83,15.1,4281.67,642.25
2021-06-03,113,22.1,4488.05,673.21
2021-06-04,100,15.8,4289.13,643.37
2021-06-05,97,16.2,4446.26,666.94
2021-06-06,112,18.4,4439.04,665.86
2021-06-07,103,17.4,4477.24,671.59
2021-06-08,117,19.2,4519.54,677.93
2021-06-09,114,20.8,4120.71,618.11
2021-06-10,116,25.3,4783.08,717.46
2021-06-11,98,20.9,4249.28,637.39
2021-06-12,122,16.0,4473.21,670.98
2021-06-13,115,27.2,4760.99,714.15
2021-06-14,110,19.5,4303.25,645.49
2021-06-15,115,22.8,4441.55,666.23
2021-06-16,99,25.0,4302.49,645.37
2021-06-17,120,24.2,4744.44,711.67
2021-06-18,107,28.0,4683.43,702.51
2021-06-19,105,25.8,4452.52,667.88
2021-06-20,105,20.6,4163.76,624.56
2021-06-21,129,33.0,5341.16,801.17
2021-06-22,115,25.2,4600.7,690.11
2021-06-23,135,24.0,4752.14,712.82
2021-06-24,117,28.6,4697.58,704.64
2021-06-25,107,26.0,4305.24,645.79
2021-06-26,113,26.7,4759.94,713.99
2021-06-27,135,35.3,5760.1,864.02
2021-06-28,124,24.4,4449.84,667.48
2021-06-29,121,24.3,4809.65,721.45
2021-06-30,128,26.2,4829.01,724.35
2021-07-01,132,30.2,5124.89,768.73
2021-07-02,138,20.0,4589.37,688.41
2021-07-03,142,18.3,4483.32,672.5
2021-07-04,127,24.0,4754.99,713.25
2021-07-05,119,19.9,4333.16,649.97
2021-07-06,128,24.9,4567.89,685.18
2021-07-07,134,28.7,5183.72,777.56
2021-07-08,124,23.2,4238.01,635.7
2021-07-09,125,21.2,4283.96,642.59
2021-07-10,137,27.3,4958.14,743.72
2021-07-11,134,30.6,5218.68,782.8
2021-07-12,136,20.4,4700.71,705.11
2021-07-13,129,30.6,5077.83,761.67
2021-07-14,135,30.7,5571.0,835.65
2021-07-15,129,31.3,5141.13,771.17
2021-07-16,146,32.4,5403.96,810.59
2021-07-17,148,36.4,5640.15,846.02
2021-07-18,123,26.2,4753.02,712.95
2021-07-19,132,28.2,5065.16,759.77
2021-07-20,127,26.1,4947.03,742.05
2021-07-21,135,27.8,4756.11,713.42
2021-07-22,141,34.0,5467.96,820.19
2021-07-23,129,22.5,4621.51,693.23
2021-07-24,135,24.5,4816.73,722.51
2021-07-25,134,33.5,5392.53,808.88
2021-07-26,146,32.1,5493.26,823.99
2021-07-27,145,26.5,4866.2,729.93
2021-07-28,138,31.4,5513.69,827.05
2021-07-29,147,29.4,5369.75,805.46
2021-07-30,141,34.0,5303.73,795.56
2021-07-31,144,28.3,4947.47,742.12
2021-08-01,162,32.1,5425.14,813.77
2021-08-02,159,38.5,6135.99,920.4
2021-08-03,136,30.3,4985.21,747.78
2021-08-04,155,28.1,5161.04,774.16
2021-08-05,156,30.8,5488.84,823.33
2021-08-06,138,26.4,4892.49,733.87
2021-08-07,156,37.3,5952.94,892.94
2021-08-08,163,28.5,5161.68,774.25
2021-08-09,139,26.6,5018.8,752.82
2021-08-10,142,24.3,4695.79,704.37
2021-08-11,159,32.0,5492.59,823.89
2021-08-12,153,31.0,5439.68,815.95
2021-08-13,156,25.4,5035.97,755.4
2021-08-14,154,29.6,5319.22,797.88
2021-08-15,155,21.2,4714.91,707.24
2021-08-16,139,27.9,4982.53,747.38
2021-08-17,161,28.9,5331.94,799.79
2021-08-18,162,33.8,5504.66,825.7
2021-08-19,150,23.8,4764.16,714.62
2021-08-20,152,21.6,4854.15,728.12
2021-08-21,138,23.1,4461.55,669.23
2021-08-22,157,21.2,5021.99,753.3
2021-08-23,157,31.7,5694.26,854.14
2021-08-24,152,32.5,5318.35,797.75
2021-08-25,163,27.4,5445.59,816.84
2021-08-26,149,30.9,5333.23,799.98
2021-08-27,158,26.4,5174.98,776.25
2021-08-28,143,25.3,4800.27,720.04
2021-08-29,152,24.2,5024.79,753.72
2021-08-30,151,24.1,4931.63,739.74
2021-08-31,154,19.0,4694.88,704.23
2021-09-01,149,26.1,4822.5,723.37
2021-09-02,151,24.7,4694.93,704.24
2021-09-03,160,27.7,5259.13,788.87
2021-09-04,148,24.9,4981.68,747.25
2021-09-05,138,23.7,4797.68,719.65
2021-09-06,168,20.7,4946.3,741.95
2021-09-07,164,24.2,4841.19,726.18
2021-09-08,140,26.7,4845.41,726.81
2021-09-09,158,19.0,5031.85,754.78
2021-09-10,147,23.7,4722.7,708.4
2021-09-11,153,24.1,4907.83,736.17
2021-09-12,153,20.0,4645.15,696.77
2021-09-13,148,20.3,4804.49,720.67
2021-09-14,143,23.4,4662.96,699.44
2021-09-15,144,17.7,4869.01,730.35
2021-09-16,141,23.4,4828.4,724.26
2021-09-17,142,18.2,4616.64,692.5
2021-09-18,148,25.8,4945.63,741.84
2021-09-19,142,30.7,5183.51,777.53
2021-09-20,155,17.6,4614.59,692.19
2021-09-21,161,23.0,4761.88,714.28
2021-09-22,142,17.7,4720.73,708.11
2021-09-23,149,24.5,4925.17,738.78
2021-09-24,151,15.0,4852.26,727.84
2021-09-25,151,21.7,4740.24,711.04
2021-09-26,147,16.1,4883.46,732.52
2021-09-27,152,18.5,4805.53,720.83
2021-09-28,149,14.9,4919.57,737.94
2021-09-29,133,22.0,4330.43,649.57
2021-09-30,152,15.1,4246.66,637.0
2021-10-01,152,20.4,4838.57,725.79
2021-10-02,136,16.6,4414.29,662.14
2021-10-03,143,17.2,4669.63,700.44
2021-10-04,148,18.0,4708.69,706.3
2021-10-05,140,14.0,4996.43,749.46
2021-10-06,151,17.6,4845.5,726.82
2021-10-07,162,22.6,4925.88,738.88
2021-10-08,133,13.1,4852.16,727.82
2021-10-09,127,20.6,4588.77,688.32
2021-10-10,141,21.6,4611.85,691.78
2021-10-11,144,12.1,5049.29,757.39
2021-10-12,135,9.2,4755.96,713.39
2021-10-13,150,16.0,4825.57,723.83
2021-10-14,124,12.3,4438.31,665.75
2021-10-15,141,21.6,4711.09,706.66
2021-10-16,129,14.0,4674.23,701.13
2021-10-17,149,10.3,5271.06,790.66
2021-10-18,151,8.6,4881.63,732.24
2021-10-19,126,17.3,4432.87,664.93
2021-10-20,127,10.3,4911.62,736.74
2021-10-21,139,12.5,4867.62,730.14
2021-10-22,127,15.8,4568.06,685.21
2021-10-23,129,9.8,4691.67,703.75
2021-10-24,129,11.2,4681.46,702.22
2021-10-25,111,11.0,4776.47,716.47
2021-10-26,127,13.5,4637.93,695.69
2021-10-27,120,12.8,4659.06,698.86
2021-10-28,121,9.3,4755.87,713.38
2021-10-29,138,10.1,4737.05,710.56
2021-10-30,113,8.0,4884.4,732.66
2021-10-31,130,3.3,5211.3,781.7
2021-11-01,120,9.9,5078.25,761.74
2021-11-02,119,16.2,4297.16,644.57
2021-11-03,128,4.8,5173.03,775.95
2021-11-04,123,4.9,4794.36,719.15
2021-11-05,124,4.2,5056.62,758.49
2021-11-06,127,10.3,4937.65,740.65
